1	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.6667	0	-0.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0.5	0	-0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0.4	0	-0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0.3333	0	-0.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	1	0	0.2857	0	-0.7143	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	0.25	0	-0.75	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	1	0	0.2222	0	-0.7778	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	0.2	0	-0.8	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	1	0	0.1818	0	-0.8182	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0.1667	0	-0.8333	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0.1538	0	-0.8462	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	0.1429	0	-0.8571	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1	0	0.1333	0	-0.8667	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.125	0	-0.875	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.1176	0	-0.8824	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.1111	0	-0.8889	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.1053	0	-0.8947	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.1	0	-0.9	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.09524	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.09091	
