511.1	0	0	-0.70711
512.1	0	0	-0.70711
513.1	0	0	-0.70711
514.1	0	0	-0.70711
515.1	0	0	-0.70711
516.1	0	0	-0.70711
517.1	0	0	-0.70711
518.1	0	0	-0.70711
519.1	0	0	-0.70711
520.1	0	0	-0.70711
521.1	0	0	-0.70711
522.1	0	0	-0.70711
523.1	0	0	-0.70711
524.1	0	0	-0.70711
525.1	0	0	-0.70711
526.1	0	0	-0.70711
527.1	0	0	-0.70711
528.1	0	0	-0.70711
529.1	0	0	-0.70711
530.1	0	0	-0.70711
531.1	0	0	-0.70711
532.1	0	0	-0.70711
533.1	0	0	-0.70711
534.1	0	0	-0.70711
535.1	0	0	-0.70711
536.1	0	0	-0.70711
537.1	0	0	-0.70711
538.1	0	0	-0.70711
539.1	0	0	-0.70711
540.1	0	0	-0.70711
541.1	0	0	-0.70711
542.1	0	0	-0.70711
543.1	0	0	-0.70711
544.1	0	0	-0.70711
545.1	0	0	-0.70711
546.1	0	0	-0.70711
547.1	0	0	-0.70711
548.1	0	0	-0.70711
549.1	0	0	-0.70711
550.1	0	0	-0.70711
551.1	0	0	-0.70711
552.1	0	0	-0.70711
553.1	0	0	-0.70711
554.1	0	0	-0.70711
555.1	0	0	-0.70711
556.1	0	0	-0.70711
557.1	0	0	-0.70711
558.1	0	0	-0.70711
559.1	0	0	-0.70711
560.1	0	0	-0.70711
561.1	0	0	-0.70711
562.1	0	0	-0.70711
563.1	0	0	-0.70711
564.1	0	0	-0.70711
565.1	0	0	-0.70711
566.1	0	0	-0.70711
567.1	0	0	-0.70711
568.1	0	0	-0.70711
569.1	0	0	-0.70711
570.1	0	0	-0.70711
571.1	0	0	-0.70711
572.1	0	0	-0.70711
573.1	0	0	-0.70711
574.1	0	0	-0.70711
575.1	0	0	-0.70711
576.1	0	0	-0.70711
577.1	0	0	-0.70711
578.1	0	0	-0.70711
579.1	0	0	-0.70711
580.1	0	0	-0.70711
581.1	0	0	-0.70711
582.1	0	0	-0.70711
