-0.357666	0.128882	4.879459
-0.256808	-0.771148	2.354393
0.208207	-0.788762	1.526431
0.613587	-0.664127	4.293080
-0.134541	0.056047	4.731102
0.544545	0.016059	1.161290
0.232251	0.138820	3.672657
0.488235	0.499084	3.849204
0.376146	0.186087	5.949957
0.178059	0.976234	4.403637
0.853307	0.894711	3.518935
0.917824	0.068358	0.495474
0.679185	0.058428	5.867579
0.079676	0.137231	3.017785
0.562495	-0.504707	2.198799
-0.132054	0.068239	2.934644
0.440413	0.320769	2.951781
0.025272	-0.433619	5.420104
0.694995	-0.433321	4.039502
0.827408	0.107532	2.574948
0.988190	0.429106	4.897423
0.971318	-0.414682	4.105174
0.340855	-0.182248	5.265169
0.424657	0.865669	2.115293
0.506603	-0.738411	5.612044
0.032968	-0.680608	2.834199
0.270870	0.528033	5.507688
-0.074498	0.749221	0.186281
0.676373	-0.858235	6.074409
0.681751	0.318532	2.443178
-0.290883	-0.458681	4.470009
0.514419	-0.647399	4.490222
0.410997	0.041500	4.870144
-0.898749	0.939200	3.436600
-0.166970	-0.452943	3.973594
0.354333	-0.771577	4.133468
0.589120	-0.683445	1.405987
-0.134325	-0.909148	1.548515
0.446956	-0.803899	1.506636
0.687734	-0.253901	0.269332
0.156993	0.081829	1.668101
-0.147363	-0.781318	3.768873
0.111424	-0.675139	1.865552
-0.606703	0.839451	0.560324
0.777277	0.207046	1.385176
0.962616	0.105975	5.756247
0.094680	0.635912	3.117916
0.733867	-0.380962	2.171624
0.929466	0.222049	3.619640
0.947981	-0.879581	1.605218
0.228541	0.326336	1.920372
-0.191701	-0.778448	5.673759
0.065547	-0.134334	2.209241
0.640127	-0.924447	4.251898
-0.390813	-0.749442	2.626908
0.164803	0.274982	2.893979
-0.106889	-0.541879	4.672418
0.884660	-0.505321	2.437330
0.374677	0.276009	3.363199
0.086868	0.192832	0.070649
0.019099	0.878209	3.051410
0.870596	-0.580642	1.519108
-0.135694	0.117168	2.972630
-0.189394	-0.879772	2.197337
0.416653	0.263473	1.448911
0.841621	-0.225261	5.372015
-0.970003	0.564989	1.351760
0.635459	-0.145052	0.801728
-0.173943	0.383972	4.927100
0.853287	-0.289784	1.633430
0.618886	-0.950243	2.327063
0.746815	-0.412501	0.618406
-0.954349	0.420858	5.940884
0.412977	-0.998139	2.603959
0.457683	-0.513018	3.249101
-0.733119	0.159638	2.905476
0.949892	0.201411	4.096344
0.815992	0.648651	2.862550
-0.047047	0.466919	3.605667
-0.398551	0.696773	0.749492
0.899649	-0.157265	0.562335
0.716885	0.094868	5.139330
0.910064	-0.117704	1.185199
0.120832	-0.627189	4.047249
-0.348052	0.422896	1.859301
0.816718	-0.172588	1.511085
0.094899	0.041579	3.774973
0.957520	0.038978	1.422801
0.154439	0.407145	4.629941
0.705214	0.482185	3.971390
-0.059945	0.808844	0.107464
-0.032275	-0.158696	0.278438
0.179457	-0.857626	3.402830
0.129938	-0.897472	2.607505
0.678187	-0.422509	0.493695
0.071782	0.463230	5.206060
0.498106	0.754992	1.191979
0.902303	-0.357235	5.398915
0.894252	-0.465555	1.740158
-0.719961	-0.766563	3.575446
0.927540	-0.729890	5.965321
-0.502512	0.970379	4.111138
0.871123	-0.631834	0.850783
-0.492257	-0.523278	4.109965
-0.288081	0.229032	0.788548
0.673874	0.205698	2.147566
0.192055	-0.526546	4.155843
0.833704	0.261711	4.686269
-0.981040	0.836976	0.328438
0.130003	-0.697400	1.048558
0.117846	-0.322940	6.129315
-0.120525	-0.637065	4.897848
0.327130	0.290831	1.225762
0.218210	-0.258672	1.408661
0.228185	0.672205	1.666182
0.776119	-0.542796	5.996347
0.925504	0.925992	0.183875
0.453821	0.235797	0.562788
0.781002	-0.195722	4.048940
-0.452908	-0.383221	0.644542
0.537910	-0.422140	4.365071
-0.848345	0.288576	3.997450
0.411158	0.902747	2.865802
0.169983	0.826725	2.863746
-0.140793	-0.714303	4.014777
-0.686211	0.636165	5.991855
0.872865	0.807053	5.028691
-0.727685	0.299072	1.326386
-0.020762	-0.412314	2.224282
0.369830	-0.313837	0.387440
0.824907	-0.454177	5.357761
0.949013	-0.133288	1.877350
0.855631	0.371384	1.272740
0.951639	0.184317	1.643822
-0.117451	0.993460	0.854847
0.389122	-0.373906	2.582016
-0.307854	-0.841522	3.585774
0.583615	-0.343507	0.447817
-0.015875	-0.691487	3.612652
0.561059	0.980265	1.282019
0.879953	0.726982	2.648368
-0.670532	-0.432041	0.976834
-0.330512	0.832231	4.134931
0.023411	-0.412877	2.249258
0.821942	0.486693	5.130577
0.313356	0.971332	0.774208
0.094463	0.985053	0.994206
0.053978	0.088352	5.878685
0.772565	0.495429	1.819064
0.172485	-0.163174	2.167555
0.129994	-0.412442	5.034192
0.296541	0.701924	4.475581
-0.794749	0.449907	4.460670
0.293764	-0.672812	4.206828
0.268874	-0.202898	3.077318
0.799923	-0.350754	4.193218
-0.732424	0.994693	2.885077
0.965072	0.886417	0.766718
-0.076717	-0.105214	3.090448
0.442088	0.970343	1.345969
