0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	0.53088	
0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	0.55896	
0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	0.58705	
0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	0.61514	
0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	0.64323	
0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	0.67131	
0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	0.69940	
0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	0.72749	
0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	0.75558	
0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	0.78366	
0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	0.81175	
0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	0.83984	
0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	0.86793	
0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	0.89601	
0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	0.92410	
0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	0.95219	
0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	0.98028	
1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	1.00837	
1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	1.03645	
1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	1.06454	
1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	1.09263	
1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	1.12072	
1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	1.14880	
1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	1.17689	
1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	1.20498	
1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	1.23307	
1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	1.26115	
1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	1.28924	
1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	1.31733	
1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	1.34542	
1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	1.37350	
1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	1.40159	
1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	1.42968	
1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	1.45777	
