0.678290	-0.371404	5.460577
0.336768	0.841048	0.845261
0.552888	0.626198	3.681021
0.728983	0.675431	6.109180
0.967804	0.372930	0.427466
0.033785	-0.056228	2.858390
-0.984487	-0.285817	4.989720
-0.956474	-0.445112	6.224072
0.394434	-0.153207	0.013256
-0.055100	-0.276619	1.200626
-0.169718	-0.830939	1.108088
0.889333	-0.077304	1.120158
0.482108	0.429867	4.710704
0.254406	-0.202724	4.084610
0.137780	-0.261957	2.996914
-0.478527	-0.458234	3.808868
0.458810	-0.256094	3.622709
0.859132	-0.713564	2.087700
0.860812	0.373484	2.976247
0.429750	-0.480633	3.681618
0.483559	0.241820	5.814390
0.654602	-0.268589	2.875164
0.042562	-0.092590	4.766727
-0.088412	0.690064	4.732638
0.275525	-0.692795	4.814928
-0.492792	0.766229	5.832272
0.911783	-0.348050	2.794452
0.368824	0.479171	1.296686
0.077684	-0.346678	2.551628
0.721402	0.075758	6.238535
0.921400	0.621210	3.928442
-0.723291	-0.540050	1.639856
0.499601	-0.216332	1.499520
0.705561	-0.055726	4.869577
0.956112	-0.236171	1.225728
0.620667	-0.616984	1.504018
0.636888	0.691632	1.219191
-0.548822	0.232526	3.118448
0.541850	0.344634	5.249297
0.397887	-0.223321	4.066534
0.389418	0.032146	6.222541
0.700590	-0.966151	5.322947
0.700092	-0.365414	0.774629
-0.073512	-0.146855	4.903803
0.193001	0.208982	4.990426
0.929662	0.546998	4.961959
0.466211	-0.728996	4.155883
0.415134	0.764453	6.120633
0.955379	-0.103886	2.325682
0.709225	0.483170	5.303293
0.708828	0.639545	5.815198
0.865109	0.066640	5.582027
0.809915	-0.288423	2.729785
0.115179	-0.386220	0.434902
0.972956	-0.946184	3.613506
0.976272	0.248118	0.269743
-0.884132	0.754610	0.711722
0.675852	0.196377	5.376149
0.591337	-0.993522	3.981581
-0.429051	-0.259274	3.827094
0.166263	0.755051	4.888914
0.042016	-0.032128	1.277105
0.410380	-0.669773	4.474166
0.909965	0.572689	6.260547
0.261100	0.059495	1.426428
-0.327233	-0.311928	3.016129
-0.688287	0.185630	0.317513
0.720938	-0.393615	4.736260
0.324767	-0.366639	3.221706
0.013502	-0.388977	0.159280
-0.315290	0.226336	4.413928
0.334700	-0.164978	2.210765
-0.707032	-0.167112	5.359159
0.579248	-0.389093	2.975935
0.932229	-0.551633	3.475174
0.021763	0.170453	2.641588
0.952434	0.255322	0.830587
0.838257	0.754557	2.897102
-0.104916	-0.002631	5.876065
-0.138511	0.069965	0.595261
-0.344294	-0.809162	5.108318
0.725057	-0.034375	6.173790
0.892662	0.529414	3.775142
0.185961	0.058295	1.834191
0.178353	0.156388	6.012936
0.937314	0.577728	5.467408
-0.456536	-0.506224	6.039355
-0.884665	0.197949	1.056131
0.894824	-0.582998	0.944990
0.451292	-0.979029	5.483738
0.640869	-0.108519	1.623562
0.411224	-0.147644	2.365219
0.289734	0.729028	0.911119
0.738783	0.042385	5.247644
-0.098211	-0.790411	0.724508
0.514537	0.635979	3.243853
-0.596297	0.883409	0.232099
0.642800	0.899628	4.490970
0.888078	-0.375634	1.178820
-0.094430	0.383636	0.955165
0.254118	0.980774	0.739479
0.122016	0.763505	5.802346
0.607310	0.254624	0.249583
0.382505	0.745515	0.857081
-0.121487	0.501280	3.465664
0.093701	0.386819	0.241639
0.145493	0.734758	5.898243
-0.061408	-0.182617	2.491786
0.879822	-0.983579	0.064076
0.899285	-0.632637	1.448773
-0.742953	0.444148	0.692475
-0.871720	0.169393	0.868648
0.341583	-0.806630	0.102501
-0.368561	-0.542091	0.832005
0.437762	0.876740	0.563116
0.100794	-0.147207	0.313035
